property_id,application_id,appraised_value,valuation_date,valuation_method,avm_confidence_score,fema_flood_zone,census_tract,property_latitude,property_longitude
PROP202400996,APP202400996,143700,11/26/2024,full_appraisal,,X,478403.56,46.653701,-94.743681
PROP202400997,APP202400997,265700,3/10/2024,exterior_only,,X,637537.43,42.269269,-85.71601
PROP202400998,APP202400998,122500,9/9/2024,full_appraisal,,X,561658.1,47.426192,-109.74095
PROP202400999,APP202400999,115200,3/26/2024,full_appraisal,,X,357513.87,35.741718,-123.977913
PROP202401000,APP202401000,131000,4/25/2024,avm,0.603,X,663058.56,46.376561,-113.773091
PROP202401001,APP202401001,224200,10/31/2024,full_appraisal,,X,154621.89,48.382429,-116.166801
PROP202401002,APP202401002,198300,9/25/2024,avm,0.759,X,239131.45,33.965942,-74.785409
PROP202401003,APP202401003,116800,11/7/2024,full_appraisal,,AE,486967.61,37.471334,-119.635974
PROP202401004,APP202401004,130800,7/29/2024,full_appraisal,,X,701900.2,32.149787,-123.834473
PROP202401005,APP202401005,124800,9/2/2024,avm,0.816,X,571588.93,48.02988,-101.4079
PROP202401006,APP202401006,151300,4/14/2024,full_appraisal,,AE,386089.49,32.290877,-102.806221
PROP202401007,APP202401007,358900,8/28/2024,full_appraisal,,X,109218.37,35.776054,-71.544299
PROP202401008,APP202401008,168900,2/16/2024,desktop,,X,281901.03,48.038647,-92.671501
PROP202401009,APP202401009,136300,4/26/2024,avm,0.796,X,208257.62,30.083093,-86.194839
PROP202401010,APP202401010,251800,3/19/2024,full_appraisal,,X,698650.46,31.164357,-72.653968
PROP202401011,APP202401011,139600,3/12/2024,full_appraisal,,X,282596.97,45.683837,-80.253085
PROP202401012,APP202401012,102200,1/30/2024,full_appraisal,,X,104459.05,33.473313,-70.314081
PROP202401013,APP202401013,198900,6/23/2024,avm,0.816,AE,755243.75,39.379714,-68.425785
PROP202401014,APP202401014,221000,7/27/2024,full_appraisal,,AE,653968.13,44.284899,-94.482672
PROP202401015,APP202401015,108700,2/23/2024,full_appraisal,,X,150931.06,44.31232,-104.991962
PROP202401016,APP202401016,158800,11/25/2024,avm,0.668,X,216792.74,26.004299,-97.200377
PROP202401017,APP202401017,312400,2/13/2024,full_appraisal,,X,384475.76,47.284508,-122.528444
PROP202401018,APP202401018,396800,5/10/2024,exterior_only,,AE,817167.69,42.267136,-72.946873
PROP202401019,APP202401019,162300,6/7/2024,full_appraisal,,AO,566169.13,46.777441,-87.573352
PROP202401020,APP202401020,210800,12/7/2024,avm,0.675,X,559342.68,27.753198,-116.964507
PROP202401021,APP202401021,139100,2/22/2024,full_appraisal,,X,782265.41,37.129239,-100.266172
PROP202401022,APP202401022,126100,2/7/2024,full_appraisal,,X,771525.8,34.441168,-119.103478
PROP202401023,APP202401023,95900,12/22/2024,full_appraisal,,X,797490.22,41.984625,-79.213185
PROP202401024,APP202401024,123100,3/25/2024,avm,0.832,AE,747894.51,25.463596,-111.881472
PROP202401025,APP202401025,146400,5/11/2024,exterior_only,,X,448016.07,44.16244,-104.685789
PROP202401026,APP202401026,174200,10/13/2024,full_appraisal,,AE,868797.05,38.178959,-94.963449
PROP202401027,APP202401027,83100,8/3/2024,full_appraisal,,AH,714686.83,40.538206,-90.871522
PROP202401028,APP202401028,208800,10/26/2024,full_appraisal,,X,307278.52,32.779946,-108.686286
PROP202401029,APP202401029,199800,12/21/2024,full_appraisal,,X,665721.07,36.753065,-123.0124
PROP202401030,APP202401030,224000,2/10/2024,exterior_only,,X,117923.75,27.079476,-110.544549
PROP202401031,APP202401031,106600,3/3/2024,full_appraisal,,X,890969.75,30.267338,-105.963861
PROP202401032,APP202401032,215600,3/5/2024,exterior_only,,X,151365.71,44.040871,-73.452096
PROP202401033,APP202401033,305100,4/30/2024,full_appraisal,,X,370905.23,29.791543,-86.011696
PROP202401034,APP202401034,245400,8/5/2024,avm,0.641,X,458395.04,26.225727,-103.579637
PROP202401035,APP202401035,131600,11/2/2024,full_appraisal,,AE,208685.15,36.623222,-88.748459
PROP202401036,APP202401036,185600,9/7/2024,desktop,,X,366157.31,26.572797,-120.806263
PROP202401037,APP202401037,199100,10/22/2024,exterior_only,,X,755501.47,45.185277,-120.893028
PROP202401038,APP202401038,331900,8/23/2024,full_appraisal,,X,625323.86,25.379684,-118.690065
PROP202401039,APP202401039,220100,2/17/2024,desktop,,X,216080.11,35.910904,-105.697367
PROP202401040,APP202401040,175600,5/31/2024,exterior_only,,X,259749.69,35.984943,-89.168752
PROP202401041,APP202401041,127600,1/7/2025,full_appraisal,,X,250314.3,38.936706,-103.942521
PROP202401042,APP202401042,188500,4/17/2024,exterior_only,,X,759813.27,48.693788,-119.375641
PROP202401043,APP202401043,177200,3/18/2024,desktop,,X,649541.42,26.76723,-69.138662
PROP202401044,APP202401044,266500,9/5/2024,avm,0.621,AE,742130.02,30.345491,-89.706512
PROP202401045,APP202401045,257800,6/16/2024,full_appraisal,,X,756286.63,42.019021,-101.472555
PROP202401046,APP202401046,125000,7/26/2024,full_appraisal,,X,607019.34,47.868305,-123.669838
PROP202401047,APP202401047,198400,10/7/2024,full_appraisal,,X,180221.47,47.147791,-115.761901
PROP202401048,APP202401048,177300,12/17/2024,full_appraisal,,X,659172.05,40.050698,-116.664311
PROP202401049,APP202401049,157700,3/24/2024,full_appraisal,,X,356987.88,33.582738,-104.421486
PROP202401050,APP202401050,206100,6/11/2024,avm,0.855,X,966233.79,36.736897,-103.856771
PROP202401051,APP202401051,194400,5/20/2024,full_appraisal,,X,411251.17,48.879217,-69.039283
PROP202401052,APP202401052,193800,1/30/2024,desktop,,AE,803288.71,46.721187,-73.846377
PROP202401053,APP202401053,126300,5/26/2024,desktop,,X,107210.93,34.044621,-112.3179
PROP202401054,APP202401054,174700,8/6/2024,exterior_only,,X,892854.19,40.630238,-68.181172
PROP202401055,APP202401055,300700,7/3/2024,full_appraisal,,X,335044.44,45.271229,-101.77301
PROP202401056,APP202401056,217200,2/29/2024,full_appraisal,,X,147266.5,26.821817,-75.629574
PROP202401057,APP202401057,170800,1/23/2024,full_appraisal,,X,968788.48,43.869197,-107.871612
PROP202401058,APP202401058,118300,1/16/2024,full_appraisal,,X,144462.18,34.335498,-116.904147
PROP202401059,APP202401059,141400,4/19/2024,exterior_only,,X,281747.28,37.745163,-68.526908
PROP202401060,APP202401060,110300,9/28/2024,exterior_only,,X,532410.43,40.806369,-79.209014
PROP202401061,APP202401061,125700,6/14/2024,avm,0.915,X,586440.77,48.0947,-116.701638
PROP202401062,APP202401062,216400,4/17/2024,full_appraisal,,X,215899.91,45.598967,-94.813888
PROP202401063,APP202401063,176100,11/23/2024,full_appraisal,,X,396975.12,28.590955,-87.678262
PROP202401064,APP202401064,189300,2/4/2024,full_appraisal,,X,548451.84,30.958399,-106.877774
PROP202401065,APP202401065,149300,10/31/2024,full_appraisal,,X,351765.04,44.776848,-78.327727
PROP202401066,APP202401066,147000,9/21/2024,full_appraisal,,AE,535301.6,36.189783,-98.949181
PROP202401067,APP202401067,174900,1/18/2025,avm,0.77,AE,792304.64,36.965475,-106.303821
PROP202401068,APP202401068,216800,10/21/2024,full_appraisal,,X,521408.31,30.429996,-72.495016
PROP202401069,APP202401069,213200,5/4/2024,full_appraisal,,X,494185.43,34.001245,-85.157413
PROP202401070,APP202401070,227200,11/19/2024,avm,0.863,X,317015.88,37.217359,-95.142818
PROP202401071,APP202401071,203300,3/23/2024,exterior_only,,AE,227549.64,25.912073,-82.465501
PROP202401072,APP202401072,91900,1/5/2024,full_appraisal,,X,104142.55,36.125922,-86.895209
PROP202401073,APP202401073,240700,3/20/2024,desktop,,X,682549.88,37.259212,-114.847016
PROP202401074,APP202401074,140000,9/22/2024,exterior_only,,X,165893.26,45.322025,-81.505807
PROP202401075,APP202401075,80000,6/26/2024,full_appraisal,,X,152011.81,29.89986,-85.433482
PROP202401076,APP202401076,259500,8/6/2024,exterior_only,,X,675443.15,26.243394,-79.75327
PROP202401077,APP202401077,113200,8/25/2024,full_appraisal,,X,638295.61,43.227879,-110.553616
PROP202401078,APP202401078,137500,5/25/2024,avm,0.625,X,303095.51,44.642752,-69.817742
PROP202401079,APP202401079,138800,12/12/2024,full_appraisal,,X,382663.22,25.779461,-100.304334
PROP202401080,APP202401080,135400,9/9/2024,desktop,,X,250192.25,28.076331,-120.429356
PROP202401081,APP202401081,265500,7/3/2024,avm,0.858,AE,176521.35,45.650934,-98.777726
PROP202401082,APP202401082,140400,4/28/2024,full_appraisal,,X,893117.56,34.076558,-91.844112
PROP202401083,APP202401083,125800,9/16/2024,exterior_only,,X,964055.18,44.490448,-101.310311
PROP202401084,APP202401084,364000,12/20/2024,full_appraisal,,X,800934.57,29.128403,-118.451849
PROP202401085,APP202401085,143900,6/4/2024,avm,0.768,X,882721.27,45.120197,-86.461189
PROP202401086,APP202401086,143300,7/13/2024,full_appraisal,,X,557485.44,41.460586,-104.967938
PROP202401087,APP202401087,274800,6/12/2024,full_appraisal,,X,271642.72,35.63274,-80.987503
PROP202401088,APP202401088,196100,2/8/2024,full_appraisal,,X,249754.63,34.85629,-98.401581
PROP202401089,APP202401089,129400,7/5/2024,full_appraisal,,X,722194.01,31.944676,-71.38087
PROP202401090,APP202401090,192400,4/23/2024,full_appraisal,,X,364307.94,32.224042,-78.480365
PROP202401091,APP202401091,190800,8/9/2024,avm,0.601,X,747668,31.111986,-83.806198
PROP202401092,APP202401092,244400,4/23/2024,full_appraisal,,AE,922808.89,42.298768,-85.344436
PROP202401093,APP202401093,143300,10/8/2024,avm,0.635,X,472803.52,28.206024,-90.452901
PROP202401094,APP202401094,97200,4/13/2024,full_appraisal,,X,190853.57,40.265277,-96.261504
PROP202401095,APP202401095,137900,5/8/2024,exterior_only,,X,365817.21,41.540833,-111.211353
PROP202401096,APP202401096,142300,1/10/2024,exterior_only,,X,344017.26,48.109041,-123.026057
PROP202401097,APP202401097,190300,9/25/2024,desktop,,X,292557,41.581599,-82.962134
PROP202401098,APP202401098,103000,9/18/2024,full_appraisal,,X,125640.32,48.42667,-67.416261
PROP202401099,APP202401099,193200,8/3/2024,exterior_only,,AE,467822.47,32.817285,-115.876711
PROP202401100,APP202401100,209400,1/31/2024,full_appraisal,,AE,627759.03,37.417263,-110.999153
PROP202401101,APP202401101,142200,6/27/2024,desktop,,X,273193.92,40.869649,-67.621866
PROP202401102,APP202401102,148500,3/15/2024,full_appraisal,,X,109681.79,30.964971,-116.82645
PROP202401103,APP202401103,251700,2/24/2024,exterior_only,,X,102091.65,40.911136,-77.890288
PROP202401104,APP202401104,97800,10/12/2024,full_appraisal,,X,964963.68,35.554607,-108.161349
PROP202401105,APP202401105,203400,2/6/2024,avm,0.615,X,196156.13,30.411977,-113.451628
PROP202401106,APP202401106,172100,8/26/2024,desktop,,X,820923.67,33.787639,-97.67141
PROP202401107,APP202401107,126900,5/1/2024,full_appraisal,,AE,572241.49,48.148432,-109.931451
PROP202401108,APP202401108,216500,10/6/2024,full_appraisal,,X,723681.39,45.173047,-91.910654
PROP202401109,APP202401109,182300,1/4/2025,exterior_only,,X,176684.21,33.264764,-79.797236
PROP202401110,APP202401110,124500,10/10/2024,avm,0.764,X,114523.09,45.164033,-117.823332
PROP202401111,APP202401111,142900,12/11/2024,full_appraisal,,X,660257.96,28.833578,-121.454751
PROP202401112,APP202401112,195000,6/5/2024,exterior_only,,AE,622550.4,44.85462,-76.695884
PROP202401113,APP202401113,172100,8/20/2024,exterior_only,,AE,538982.68,46.798177,-90.032572
PROP202401114,APP202401114,152100,12/7/2024,avm,0.819,X,696022.77,38.037105,-74.040957
PROP202401115,APP202401115,125500,11/20/2024,full_appraisal,,X,113234.55,32.176351,-118.758166
PROP202401116,APP202401116,82000,10/26/2024,exterior_only,,X,435208.77,47.843365,-103.273454
PROP202401117,APP202401117,242200,8/23/2024,desktop,,X,700775.67,40.419569,-83.112887
PROP202401118,APP202401118,313300,1/10/2025,full_appraisal,,AO,150138.83,25.666705,-92.851546
PROP202401119,APP202401119,246500,5/9/2024,desktop,,X,988843.16,40.016949,-90.616162
PROP202401120,APP202401120,125400,3/10/2024,full_appraisal,,X,364819.23,43.171573,-98.944055
PROP202401121,APP202401121,173600,12/10/2024,desktop,,AE,780838.98,32.896534,-104.687916
PROP202401122,APP202401122,235900,3/29/2024,full_appraisal,,X,902331.55,39.76794,-88.347058
PROP202401123,APP202401123,165500,6/19/2024,desktop,,X,394293.88,36.159715,-83.316056
PROP202401124,APP202401124,202900,4/27/2024,exterior_only,,X,262315.82,32.12745,-91.997063
PROP202401125,APP202401125,169500,12/30/2024,avm,0.793,X,595297.71,39.669555,-74.415486
PROP202401126,APP202401126,163900,4/28/2024,avm,0.633,X,866795.46,34.570938,-71.347648
PROP202401127,APP202401127,210600,8/11/2024,desktop,,X,883678.23,38.563817,-107.48232
PROP202401128,APP202401128,101600,9/27/2024,full_appraisal,,X,408915.82,46.72214,-97.0355
PROP202401129,APP202401129,106500,10/21/2024,exterior_only,,AE,893435.21,44.184979,-113.367743
PROP202401130,APP202401130,146400,6/1/2024,exterior_only,,X,765604.82,45.833922,-78.337527
PROP202401131,APP202401131,224200,4/28/2024,full_appraisal,,VE,912446.3,30.772919,-98.714895
PROP202401132,APP202401132,166200,8/19/2024,avm,0.944,X,946820.13,30.974273,-78.228421
PROP202401133,APP202401133,143100,3/16/2024,avm,0.613,X,445271.81,25.145463,-117.661767
PROP202401134,APP202401134,105200,1/17/2024,full_appraisal,,X,196212.07,25.153104,-112.695626
PROP202401135,APP202401135,118900,9/22/2024,full_appraisal,,X,342897.04,30.663353,-90.602985
PROP202401136,APP202401136,212500,6/16/2024,desktop,,AH,203454.67,30.763869,-94.480718
PROP202401137,APP202401137,110500,9/17/2024,avm,0.704,AE,569524.97,30.314373,-102.171142
PROP202401138,APP202401138,156800,5/11/2024,full_appraisal,,X,370766.45,26.127892,-123.716682
PROP202401139,APP202401139,180200,11/8/2024,full_appraisal,,X,611255.38,28.692918,-90.980191
PROP202401140,APP202401140,204600,4/20/2024,avm,0.874,X,249823.83,44.98788,-79.783663
PROP202401141,APP202401141,170600,9/2/2024,full_appraisal,,X,819017.53,31.38777,-79.251035
PROP202401142,APP202401142,214100,10/27/2024,exterior_only,,X,167315.22,29.301529,-80.282306
PROP202401143,APP202401143,144300,7/8/2024,full_appraisal,,X,576720.68,43.557497,-109.874899
PROP202401144,APP202401144,123700,5/31/2024,full_appraisal,,X,951047.56,30.083904,-120.320268
PROP202401145,APP202401145,227500,4/25/2024,exterior_only,,X,496980.08,34.100545,-97.58658
PROP202401146,APP202401146,149100,10/10/2024,exterior_only,,X,170570.53,32.766657,-108.51593
PROP202401147,APP202401147,181700,11/21/2024,full_appraisal,,AE,509957.36,33.397962,-97.131902
PROP202401148,APP202401148,126500,3/28/2024,exterior_only,,X,956216.51,28.959428,-76.720846
PROP202401149,APP202401149,210000,7/31/2024,full_appraisal,,X,444779.05,39.030892,-110.120547
PROP202401150,APP202401150,201700,11/5/2024,full_appraisal,,X,525512.11,29.643254,-71.944234
PROP202401151,APP202401151,115300,10/2/2024,full_appraisal,,X,109354.67,33.037524,-110.776925
PROP202401152,APP202401152,325600,7/25/2024,full_appraisal,,X,994717.46,42.406055,-114.024017
PROP202401153,APP202401153,111300,4/1/2024,full_appraisal,,X,383008.48,35.262463,-93.511823
PROP202401154,APP202401154,82000,12/25/2024,full_appraisal,,X,252307.92,36.969551,-71.973667
PROP202401155,APP202401155,147400,8/21/2024,full_appraisal,,X,233378.09,31.743843,-107.103229
PROP202401156,APP202401156,83500,10/19/2024,desktop,,X,480453.58,27.796997,-91.796975
PROP202401157,APP202401157,236700,6/12/2024,desktop,,X,715969.48,47.652745,-122.861395
PROP202401158,APP202401158,142600,7/18/2024,exterior_only,,AE,830334.93,27.570264,-82.694694
PROP202401159,APP202401159,190800,12/15/2024,exterior_only,,X,517539.51,32.213572,-94.982647
PROP202401160,APP202401160,187600,6/10/2024,full_appraisal,,AE,923009.54,32.281898,-108.460891
PROP202401161,APP202401161,201300,9/21/2024,full_appraisal,,X,400682.89,43.314561,-95.005903
PROP202401162,APP202401162,122200,6/9/2024,exterior_only,,X,680018.47,34.478494,-103.463648
PROP202401163,APP202401163,151200,11/8/2024,full_appraisal,,AH,803202.18,42.997572,-88.498159
PROP202401164,APP202401164,141200,5/17/2024,avm,0.899,X,434197.39,40.541323,-78.297848
PROP202401165,APP202401165,184900,6/16/2024,avm,0.785,X,430478.06,26.665769,-86.358524
PROP202401166,APP202401166,178600,10/28/2024,exterior_only,,X,807706.38,45.428673,-80.21107
PROP202401167,APP202401167,219900,8/9/2024,full_appraisal,,X,997663.31,30.944095,-67.132556
PROP202401168,APP202401168,192100,4/12/2024,full_appraisal,,VE,884351.09,37.067765,-95.061374
PROP202401169,APP202401169,103800,2/2/2024,full_appraisal,,X,340703.79,46.558829,-101.364396
PROP202401170,APP202401170,214000,9/1/2024,full_appraisal,,X,431478.37,32.459745,-101.920328
PROP202401171,APP202401171,200700,9/11/2024,full_appraisal,,X,653968.09,45.292597,-122.584383
PROP202401172,APP202401172,129600,3/13/2024,full_appraisal,,X,162336.37,35.903359,-104.418178
PROP202401173,APP202401173,191900,6/12/2024,exterior_only,,X,569150.79,32.260087,-68.886153
PROP202401174,APP202401174,101800,7/20/2024,avm,0.603,X,654710.21,32.792426,-118.395995
PROP202401175,APP202401175,144200,9/30/2024,full_appraisal,,AH,783218.68,48.636564,-87.343769
PROP202401176,APP202401176,189600,12/11/2024,exterior_only,,X,311346.12,28.635164,-103.490739
PROP202401177,APP202401177,153700,8/17/2024,exterior_only,,X,748423.15,46.515639,-81.003534
PROP202401178,APP202401178,162900,1/1/2025,full_appraisal,,X,106668.28,45.961618,-72.876693
PROP202401179,APP202401179,296200,9/19/2024,avm,0.626,VE,125788.29,28.848796,-97.2195
PROP202401180,APP202401180,141400,8/24/2024,exterior_only,,X,908176.29,33.589989,-103.803142
PROP202401181,APP202401181,194700,11/7/2024,avm,0.911,X,398613.2,48.024478,-69.769321
PROP202401182,APP202401182,124600,5/12/2024,full_appraisal,,AE,813691.6,43.01371,-103.118607
PROP202401183,APP202401183,127600,10/15/2024,full_appraisal,,AO,199194.12,37.438256,-115.957993
PROP202401184,APP202401184,144700,8/20/2024,exterior_only,,X,616730.36,38.107423,-83.33425
PROP202401185,APP202401185,205700,7/18/2024,full_appraisal,,X,501653.22,37.126736,-80.075752
PROP202401186,APP202401186,217000,12/12/2024,desktop,,X,899755.59,32.837622,-79.207231
PROP202401187,APP202401187,143300,2/13/2024,avm,0.672,X,530579.25,37.532394,-71.768794
PROP202401188,APP202401188,170700,8/16/2024,full_appraisal,,X,796071.63,48.382805,-84.840813
PROP202401189,APP202401189,129000,12/28/2024,full_appraisal,,X,876415.61,42.237128,-93.005947
PROP202401190,APP202401190,121600,1/25/2024,full_appraisal,,X,745331.05,25.289659,-88.82118
PROP202401191,APP202401191,136700,10/24/2024,full_appraisal,,X,599006.64,36.295947,-69.493437
PROP202401192,APP202401192,141200,3/21/2024,full_appraisal,,X,576115.84,26.490119,-119.921771
PROP202401193,APP202401193,134300,8/20/2024,exterior_only,,X,240305.45,29.622399,-117.968346
PROP202401194,APP202401194,247300,2/18/2024,avm,0.794,X,310084.42,25.587593,-87.036527
PROP202401195,APP202401195,180500,7/26/2024,full_appraisal,,X,574855.64,26.956706,-94.971902
PROP202401196,APP202401196,125300,2/8/2024,full_appraisal,,X,687385.08,32.33697,-80.538682
PROP202401197,APP202401197,107200,2/25/2024,full_appraisal,,AO,118028.45,28.609858,-100.975324
PROP202401198,APP202401198,164400,2/15/2024,desktop,,X,457827.47,29.336137,-81.089082
PROP202401199,APP202401199,142700,2/12/2024,full_appraisal,,AE,896498.32,43.978091,-110.211757
PROP202401200,APP202401200,151400,5/28/2024,full_appraisal,,X,877904.54,41.169201,-93.710144
PROP202401201,APP202401201,208900,8/9/2024,full_appraisal,,X,350712.04,46.494809,-80.18943
PROP202401202,APP202401202,311100,2/24/2024,full_appraisal,,X,682963.56,30.688553,-74.521211
PROP202401203,APP202401203,309400,9/16/2024,full_appraisal,,X,390136.49,45.798829,-81.327107
PROP202401204,APP202401204,93000,10/17/2024,full_appraisal,,X,139262.24,40.993564,-116.010195
PROP202401205,APP202401205,200600,8/30/2024,exterior_only,,X,204222.94,29.87261,-75.124735
PROP202401206,APP202401206,215900,5/11/2024,full_appraisal,,X,274447.72,28.284947,-122.199442
PROP202401207,APP202401207,172200,3/19/2024,full_appraisal,,X,532898.76,46.146345,-103.529914
PROP202401208,APP202401208,156900,10/20/2024,full_appraisal,,X,807975.21,30.802812,-95.218481
PROP202401209,APP202401209,198800,10/2/2024,full_appraisal,,AE,286672.31,39.48875,-117.145492
PROP202401210,APP202401210,116900,7/7/2024,avm,0.923,AE,716195.83,48.552576,-114.082604
PROP202401211,APP202401211,161600,1/23/2024,avm,0.909,X,731597.91,38.297548,-68.543623
PROP202401212,APP202401212,171900,9/2/2024,avm,0.716,X,709045.24,34.909567,-79.985114
PROP202401213,APP202401213,185300,1/8/2025,full_appraisal,,X,768700.92,28.487447,-68.758528
PROP202401214,APP202401214,263100,4/18/2024,desktop,,X,888329.56,26.241764,-69.68119
PROP202401215,APP202401215,83400,6/22/2024,full_appraisal,,AE,632986.05,38.043797,-108.106734
PROP202401216,APP202401216,115800,4/15/2024,full_appraisal,,X,500442.55,47.318433,-96.61216
PROP202401217,APP202401217,276500,2/18/2024,full_appraisal,,X,556659.79,45.155217,-85.545965
PROP202401218,APP202401218,295100,9/12/2024,full_appraisal,,X,695751.67,35.754198,-114.170863
PROP202401219,APP202401219,99600,5/28/2024,exterior_only,,X,276021.45,27.126098,-71.54087
PROP202401220,APP202401220,143200,11/9/2024,exterior_only,,AE,544723.68,44.399394,-117.038753
PROP202401221,APP202401221,152300,3/20/2024,full_appraisal,,X,827991.84,36.345513,-73.434351
PROP202401222,APP202401222,172100,7/6/2024,exterior_only,,X,779710.78,30.805902,-120.726864
PROP202401223,APP202401223,156600,3/20/2024,exterior_only,,X,902181.38,30.262228,-98.551139
PROP202401224,APP202401224,197600,1/22/2025,exterior_only,,X,575286.32,45.702895,-91.485579
PROP202401225,APP202401225,129400,10/8/2024,full_appraisal,,X,764601.35,37.74848,-71.3231
PROP202401226,APP202401226,174900,6/22/2024,avm,0.74,X,434513.44,29.978112,-71.068825
PROP202401227,APP202401227,253700,8/1/2024,exterior_only,,X,282408.28,34.83971,-117.253791
PROP202401228,APP202401228,270400,5/9/2024,exterior_only,,X,467520.73,25.193047,-112.257377
PROP202401229,APP202401229,238700,2/19/2024,full_appraisal,,X,787397.83,43.487443,-67.700159
PROP202401230,APP202401230,171200,4/7/2024,avm,0.944,AE,575595.91,31.695821,-79.83273
PROP202401231,APP202401231,149500,4/15/2024,avm,0.784,X,910189.26,39.33707,-108.445509
PROP202401232,APP202401232,170600,4/18/2024,avm,0.85,X,740128.46,40.302218,-123.177259
PROP202401233,APP202401233,93900,12/25/2024,desktop,,X,763337.08,28.06528,-71.743003
PROP202401234,APP202401234,213600,2/4/2024,exterior_only,,X,738804.08,33.6931,-77.803314
PROP202401235,APP202401235,130800,7/14/2024,avm,0.976,X,658394.54,33.907406,-79.795012
PROP202401236,APP202401236,117500,7/3/2024,full_appraisal,,X,850570.54,40.658985,-83.24159
PROP202401237,APP202401237,170100,11/21/2024,full_appraisal,,AH,911763.39,29.759489,-98.906676
PROP202401238,APP202401238,408900,12/14/2024,desktop,,X,173642.79,37.862623,-104.373017
PROP202401239,APP202401239,216200,3/7/2024,exterior_only,,AO,356722.82,35.87359,-110.492676
PROP202401240,APP202401240,142400,9/27/2024,full_appraisal,,X,863581.57,44.306847,-78.01287
PROP202401241,APP202401241,146100,2/9/2024,full_appraisal,,X,427631.85,32.654565,-78.001995
PROP202401242,APP202401242,150700,9/29/2024,exterior_only,,X,184029.5,44.260646,-83.911346
PROP202401243,APP202401243,162700,10/18/2024,full_appraisal,,X,692373.51,48.274674,-93.077991
PROP202401244,APP202401244,196900,6/5/2024,full_appraisal,,X,736227.54,44.66844,-85.407975
PROP202401245,APP202401245,236700,11/6/2024,exterior_only,,X,426958.83,27.196573,-112.970514
PROP202401246,APP202401246,170300,8/16/2024,exterior_only,,X,931667.98,38.891523,-78.510827
PROP202401247,APP202401247,166500,9/23/2024,full_appraisal,,X,430205.11,40.548786,-101.890873
PROP202401248,APP202401248,177000,3/28/2024,full_appraisal,,X,840957.85,42.329928,-92.465177
PROP202401249,APP202401249,104900,11/27/2024,desktop,,X,578586.41,41.730796,-76.520849
PROP202401250,APP202401250,250000,3/24/2024,exterior_only,,X,368310.87,30.78444,-105.515308
PROP202401251,APP202401251,140900,3/29/2024,full_appraisal,,AE,864648.94,29.309862,-101.181731
PROP202401252,APP202401252,316500,7/26/2024,full_appraisal,,X,820961.21,42.373922,-78.613651
PROP202401253,APP202401253,138200,2/22/2024,desktop,,X,545393.75,40.844998,-119.881
PROP202401254,APP202401254,203600,3/31/2024,avm,0.757,X,552211.26,43.652624,-108.136308
PROP202401255,APP202401255,171000,12/8/2024,full_appraisal,,AE,984606.62,32.87143,-94.653788
PROP202401256,APP202401256,205100,10/9/2024,desktop,,X,544237.61,33.254341,-73.68491
PROP202401257,APP202401257,330800,1/15/2024,desktop,,AO,678482.31,37.98667,-72.177119
PROP202401258,APP202401258,211500,4/23/2024,full_appraisal,,X,357968.97,41.525024,-80.044777
PROP202401259,APP202401259,257200,10/12/2024,exterior_only,,X,836653.45,25.450287,-93.91877
PROP202401260,APP202401260,160100,1/25/2024,full_appraisal,,X,249962.64,41.011818,-104.053913
PROP202401261,APP202401261,230600,4/21/2024,exterior_only,,X,134332.1,33.568045,-83.981971
PROP202401262,APP202401262,216600,3/11/2024,avm,0.91,X,350240.19,28.557871,-83.636951
PROP202401263,APP202401263,238500,10/21/2024,exterior_only,,X,323390.1,44.293656,-116.23849
PROP202401264,APP202401264,121100,11/11/2024,full_appraisal,,AE,816398.78,29.651766,-77.727652
PROP202401265,APP202401265,254900,9/4/2024,full_appraisal,,X,279977.23,43.167236,-89.306326
PROP202401266,APP202401266,284400,3/5/2024,full_appraisal,,X,941425.69,25.46681,-73.468472
PROP202401267,APP202401267,163400,9/21/2024,exterior_only,,AE,402870.48,27.204223,-104.313853
PROP202401268,APP202401268,199500,7/1/2024,full_appraisal,,X,709253.44,34.16653,-83.938041
PROP202401269,APP202401269,97200,6/9/2024,full_appraisal,,X,478147.97,30.450005,-73.36334
PROP202401270,APP202401270,210900,8/19/2024,exterior_only,,X,609239.08,44.525197,-114.231399
PROP202401271,APP202401271,107500,11/13/2024,desktop,,X,677743.4,40.810136,-69.154222
PROP202401272,APP202401272,92600,11/16/2024,full_appraisal,,X,920519.37,31.297833,-73.587328
PROP202401273,APP202401273,120000,1/7/2025,avm,0.623,X,946535.48,34.560834,-102.388967
PROP202401274,APP202401274,171600,6/29/2024,full_appraisal,,AE,132617.25,28.182543,-112.070644
PROP202401275,APP202401275,153300,6/8/2024,desktop,,AE,169393.09,26.75604,-72.153774
PROP202401276,APP202401276,161400,6/8/2024,desktop,,X,272919.97,31.511382,-71.322621
PROP202401277,APP202401277,150600,11/5/2024,exterior_only,,X,377555.71,33.825881,-84.85032
PROP202401278,APP202401278,97700,8/18/2024,full_appraisal,,X,449577.84,37.864132,-111.297561
PROP202401279,APP202401279,121100,1/2/2025,desktop,,X,891264.53,30.753189,-118.483301
PROP202401280,APP202401280,127100,10/14/2024,full_appraisal,,X,371718.67,29.219942,-119.008595
PROP202401281,APP202401281,199200,2/20/2024,desktop,,X,562219.57,43.163153,-97.519111
PROP202401282,APP202401282,97000,4/11/2024,avm,0.877,X,650760.56,37.432731,-70.816594
