application_id,customer_id,property_id,application_date,decision_date,loan_purpose,occupancy_type,property_type,property_state,property_zip,loan_amount,loan_term_months,interest_rate_percent,rate_type,dti_percent,ltv_percent,income_annual,co_applicant,channel,applicant_age_bucket,applicant_sex,applicant_ethnicity,applicant_race,decision,hmda_action_taken
APP202400957,17865,PROP202400957,5/3/2024,5/16/2024,purchase,primary,single_family,VT,30357,187900,360,4.729,arm,39.1,75.08,60600,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400958,19234,PROP202400958,4/19/2024,4/23/2024,refinance,investment,single_family,PA,55403,87600,360,4.558,fixed,29.8,66.25,142200,0,retail,45-54,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400959,10531,PROP202400959,9/1/2024,9/6/2024,purchase,primary,manufactured,IA,50627,101700,360,4.816,fixed,25.1,63.46,200800,0,broker,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400960,18090,PROP202400960,6/15/2024,6/30/2024,purchase,primary,single_family,OK,79511,109100,360,6.809,fixed,53.1,67.75,148400,0,retail,65-74,male,not_hispanic_or_latino,white,incomplete,5_FILE_CLOSED_FOR_INCOMPLETENESS
APP202400961,16662,PROP202400961,12/14/2024,1/6/2025,purchase,primary,condo,TN,20056,166100,360,6.664,fixed,48.2,75.96,87100,0,broker,45-54,female,hispanic_or_latino,black_or_african_american,denied,3_DENIED
APP202400962,17593,PROP202400962,7/15/2024,7/30/2024,refinance,primary,single_family,KS,43093,115000,360,5.986,arm,31.3,82.95,81900,1,retail,55-64,not_provided,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400963,12141,PROP202400963,4/14/2024,4/30/2024,home_improvement,primary,condo,NC,52893,207500,360,6.067,fixed,36.5,84.01,80900,0,retail,25-34,male,not_hispanic_or_latino,american_indian_or_alaska_native,approved,1_ORIGINATED
APP202400964,11365,PROP202400964,11/2/2024,11/17/2024,purchase,primary,single_family,IA,29262,142100,180,5.531,fixed,30.7,83.77,139600,0,retail,25-34,female,not_provided,white,approved,1_ORIGINATED
APP202400965,17179,PROP202400965,11/1/2024,11/24/2024,purchase,primary,single_family,CT,87043,127600,360,4,fixed,35.7,56.29,53600,0,retail,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400966,13319,PROP202400966,1/31/2024,3/1/2024,refinance,investment,single_family,NH,23896,51800,360,4.345,fixed,23.6,64.74,162100,0,online,55-64,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400967,14995,PROP202400967,6/10/2024,6/11/2024,purchase,primary,single_family,UT,58669,125700,360,4.798,fixed,22.5,57.69,92100,0,retail,25-34,female,not_provided,white,approved,1_ORIGINATED
APP202400968,15717,PROP202400968,7/30/2024,8/15/2024,purchase,primary,manufactured,VT,49707,175100,180,7.337,fixed,27.9,97,88300,0,retail,55-64,male,not_hispanic_or_latino,two_or_more,denied,3_DENIED
APP202400969,13647,PROP202400969,8/26/2024,9/13/2024,refinance,primary,single_family,HI,24445,81400,360,4.601,fixed,29.1,64.2,182100,1,retail,75+,female,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400970,15313,PROP202400970,11/10/2024,12/6/2024,refinance,primary,single_family,VA,19493,212900,360,5.932,fixed,26.9,90.26,81600,1,online,35-44,female,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400971,16864,PROP202400971,4/26/2024,5/24/2024,purchase,primary,single_family,MS,25338,143100,360,6.016,fixed,33.8,79.66,92300,0,online,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400972,14774,PROP202400972,9/19/2024,10/12/2024,purchase,secondary,manufactured,OH,82878,183400,180,6.154,fixed,26.9,82.39,66200,1,broker,45-54,not_provided,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400973,12504,PROP202400973,11/18/2024,12/13/2024,purchase,primary,single_family,NM,55001,77700,360,6.697,fixed,49.4,97,239400,0,retail,35-44,male,not_hispanic_or_latino,asian,denied,3_DENIED
APP202400974,12931,PROP202400974,9/10/2024,10/6/2024,cash_out,primary,multi_family,VA,82105,171200,180,5.957,fixed,20.5,67.77,39000,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400975,12862,PROP202400975,11/8/2024,12/8/2024,purchase,primary,single_family,WV,33484,145100,360,6.276,fixed,28.3,81.28,50000,0,broker,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400976,10132,PROP202400976,9/29/2024,10/2/2024,purchase,primary,single_family,MS,68972,120000,360,7.345,arm,43.9,89.21,50700,0,retail,35-44,male,not_provided,native_hawaiian_or_pacific_islander,approved,1_ORIGINATED
APP202400977,10209,PROP202400977,5/28/2024,6/13/2024,purchase,primary,multi_family,KS,33708,162800,240,5.695,fixed,29.8,85.36,95400,0,online,45-54,female,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400978,11325,PROP202400978,8/24/2024,9/6/2024,purchase,primary,single_family,WA,18747,111300,360,6.092,arm,22.4,78.36,181500,0,retail,55-64,female,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400979,18067,PROP202400979,2/14/2024,2/23/2024,purchase,secondary,single_family,NH,24262,158600,360,6.442,fixed,36.1,78.88,147100,0,retail,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400980,17106,PROP202400980,8/8/2024,8/26/2024,refinance,primary,single_family,AR,85747,181100,360,5.631,fixed,29.2,71.3,188100,0,online,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400981,12304,PROP202400981,3/2/2024,3/11/2024,purchase,secondary,single_family,NE,77462,93100,360,7.19,fixed,32.1,97,74400,0,retail,45-54,female,not_hispanic_or_latino,white,withdrawn,4_WITHDRAWN
APP202400982,19949,PROP202400982,8/2/2024,8/18/2024,cash_out,primary,multi_family,MS,21735,171300,360,6.645,fixed,42.4,77.22,67200,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400983,17549,PROP202400983,2/20/2024,2/27/2024,refinance,investment,single_family,WA,90073,55200,360,4,fixed,34.3,65.66,55300,0,retail,18-24,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400984,17139,PROP202400984,6/21/2024,7/4/2024,refinance,primary,single_family,SD,39582,82200,120,5.824,fixed,10,84.54,101400,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400985,12170,PROP202400985,7/7/2024,7/8/2024,purchase,primary,single_family,VT,18793,238400,240,6.121,fixed,31.1,89.92,162300,0,online,35-44,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400986,13603,PROP202400986,7/24/2024,8/16/2024,cash_out,investment,single_family,NE,50850,227900,360,5.085,arm,18.5,83.41,61200,1,online,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400987,14661,PROP202400987,6/22/2024,7/13/2024,refinance,primary,single_family,NV,38214,219700,240,5.87,fixed,10,97,59000,0,retail,55-64,male,not_hispanic_or_latino,not_provided,withdrawn,4_WITHDRAWN
APP202400988,19723,PROP202400988,8/6/2024,8/28/2024,purchase,secondary,single_family,VT,79449,75300,360,4.622,fixed,23.4,58.98,93100,0,online,18-24,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400989,13878,PROP202400989,8/23/2024,8/30/2024,purchase,primary,single_family,IA,15069,241400,360,6.279,fixed,36,86.27,131000,0,broker,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400990,14554,PROP202400990,10/23/2024,11/16/2024,purchase,investment,single_family,NE,88253,160200,360,5.637,fixed,38.6,74.44,166900,1,broker,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400991,13069,PROP202400991,7/8/2024,7/17/2024,refinance,primary,condo,MT,38433,188600,360,5.661,fixed,32.1,89.83,75900,0,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400992,11100,PROP202400992,8/31/2024,10/7/2024,purchase,investment,multi_family,AL,83532,138800,180,7.064,arm,39.1,84.63,89000,0,online,55-64,female,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400993,12644,PROP202400993,5/5/2024,5/21/2024,refinance,primary,multi_family,MI,15757,176700,360,5.375,fixed,41.1,80.02,105500,1,broker,25-34,male,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400994,12579,PROP202400994,7/9/2024,7/28/2024,purchase,primary,single_family,NM,87126,156700,360,7.64,fixed,34.8,80.76,59700,0,retail,25-34,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400995,13241,PROP202400995,12/26/2024,1/13/2025,refinance,primary,single_family,NV,21447,101500,360,5.958,fixed,43.3,76.73,43400,1,retail,55-64,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400996,10280,PROP202400996,10/28/2024,11/8/2024,refinance,primary,single_family,MS,71310,131900,180,5.852,fixed,36.8,91.79,112000,0,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400997,16516,PROP202400997,3/7/2024,3/25/2024,purchase,primary,single_family,KY,70572,194800,240,4.091,fixed,28.3,73.3,55700,0,retail,25-34,male,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400998,15877,PROP202400998,8/15/2024,9/1/2024,home_improvement,primary,single_family,CO,90162,98300,360,5.109,fixed,31.7,80.22,123500,0,retail,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400999,16101,PROP202400999,3/24/2024,4/8/2024,refinance,investment,condo,MD,10260,82900,360,6.178,arm,21.4,71.97,66800,1,broker,65-74,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401000,18586,PROP202401000,4/1/2024,4/29/2024,purchase,primary,single_family,TN,64274,106500,180,6.27,arm,39.5,81.29,74600,0,retail,55-64,female,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202401001,15729,PROP202401001,10/14/2024,10/21/2024,home_improvement,primary,single_family,MT,78071,145300,360,5.582,arm,17.1,64.79,227400,0,retail,45-54,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401002,11958,PROP202401002,8/28/2024,9/15/2024,refinance,primary,condo,LA,69058,142100,360,5.656,fixed,56.6,71.66,38700,0,online,18-24,male,not_hispanic_or_latino,black_or_african_american,denied,3_DENIED
APP202401003,12984,PROP202401003,11/2/2024,11/22/2024,purchase,primary,multi_family,IL,28480,113300,180,6.243,fixed,17.6,97,82800,0,retail,55-64,female,not_provided,native_hawaiian_or_pacific_islander,denied,3_DENIED
APP202401004,18717,PROP202401004,7/23/2024,8/23/2024,purchase,primary,single_family,ID,16940,119600,360,6.185,fixed,20.5,91.4,99300,0,online,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401005,18609,PROP202401005,8/24/2024,8/28/2024,purchase,primary,condo,NH,69515,114900,360,7.033,fixed,46.1,92.09,100300,1,retail,65-74,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401006,12973,PROP202401006,4/9/2024,5/5/2024,purchase,primary,single_family,NV,75910,133400,360,6.93,fixed,53.6,88.14,79700,1,broker,45-54,female,not_hispanic_or_latino,black_or_african_american,denied,3_DENIED
APP202401007,13952,PROP202401007,8/4/2024,8/26/2024,refinance,primary,single_family,SC,54146,285600,240,4.664,fixed,37.5,79.58,128000,0,retail,25-34,male,hispanic_or_latino,asian,approved,1_ORIGINATED
APP202401008,14210,PROP202401008,1/26/2024,1/29/2024,purchase,secondary,single_family,AZ,17193,85900,240,4,fixed,38.8,50.85,184200,0,retail,35-44,male,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202401009,12792,PROP202401009,4/4/2024,4/23/2024,purchase,primary,single_family,NH,79702,100400,180,4.196,fixed,30.3,73.66,103200,0,broker,75+,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401010,13173,PROP202401010,3/11/2024,3/21/2024,refinance,primary,condo,IN,54348,208000,180,5.411,fixed,32.9,82.63,106000,0,online,35-44,male,not_provided,black_or_african_american,approved,1_ORIGINATED
APP202401011,17755,PROP202401011,2/19/2024,3/6/2024,refinance,primary,single_family,AZ,46444,117700,180,6.701,fixed,51.3,84.3,102700,0,online,25-34,male,hispanic_or_latino,asian,denied,3_DENIED
APP202401012,18022,PROP202401012,1/16/2024,1/30/2024,refinance,primary,single_family,DC,92230,86100,180,6.024,arm,27,84.25,89700,0,broker,18-24,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401013,18678,PROP202401013,6/1/2024,6/27/2024,purchase,primary,single_family,HI,72590,154700,360,6.524,fixed,28.4,77.77,165600,0,retail,55-64,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401014,15236,PROP202401014,7/20/2024,8/17/2024,refinance,primary,single_family,ND,72458,157300,360,6.502,fixed,42.4,71.17,145700,1,retail,45-54,female,not_hispanic_or_latino,white,denied,3_DENIED
APP202401015,18035,PROP202401015,2/1/2024,3/12/2024,purchase,primary,condo,UT,84217,71600,360,4.851,fixed,12.2,65.87,74200,0,retail,18-24,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401016,10024,PROP202401016,11/2/2024,11/10/2024,cash_out,primary,single_family,RI,53567,92200,360,4,fixed,27.3,58.09,88600,0,retail,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401017,16168,PROP202401017,1/21/2024,1/28/2024,purchase,primary,condo,OH,33084,232500,360,4.798,fixed,20.1,74.45,122600,1,broker,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401018,17006,PROP202401018,4/24/2024,5/13/2024,purchase,primary,single_family,NE,21133,339400,360,6.281,fixed,46.9,85.54,158400,0,broker,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401019,13248,PROP202401019,6/6/2024,6/23/2024,home_improvement,primary,single_family,OK,45243,123300,360,6.676,fixed,37,75.95,61600,1,retail,55-64,male,hispanic_or_latino,two_or_more,denied,3_DENIED
APP202401020,15962,PROP202401020,12/3/2024,12/7/2024,refinance,secondary,single_family,ME,96332,166900,360,5.79,arm,28.1,79.19,54400,0,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401021,10662,PROP202401021,2/4/2024,2/20/2024,purchase,primary,condo,PA,34799,109200,360,5.294,fixed,38.3,78.48,204300,1,broker,35-44,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401022,10935,PROP202401022,1/17/2024,2/13/2024,refinance,primary,single_family,TN,32973,78800,180,4.76,fixed,12,62.48,74700,1,online,65-74,not_provided,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401023,12584,PROP202401023,11/30/2024,12/11/2024,cash_out,primary,single_family,CA,60338,79200,360,6.354,fixed,46,82.58,81200,0,retail,75+,male,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202401024,16624,PROP202401024,3/24/2024,4/3/2024,refinance,primary,condo,AR,20021,119400,360,7.93,arm,36.3,97,95600,0,broker,35-44,female,not_hispanic_or_latino,white,withdrawn,4_WITHDRAWN
APP202401025,14195,PROP202401025,5/11/2024,5/28/2024,purchase,primary,condo,OR,60275,118200,360,6.267,fixed,34.8,80.76,82500,0,retail,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401026,13572,PROP202401026,10/3/2024,10/14/2024,refinance,primary,condo,NY,58540,120500,360,4.883,fixed,25.2,69.19,134200,0,retail,45-54,male,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202401027,13425,PROP202401027,8/3/2024,8/17/2024,purchase,primary,single_family,NC,20412,50800,360,5.496,fixed,23.8,61.18,109300,1,retail,18-24,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401028,10493,PROP202401028,10/4/2024,10/7/2024,refinance,primary,manufactured,VA,78281,160700,360,5.241,fixed,34.6,76.97,67700,0,broker,65-74,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401029,14864,PROP202401029,12/9/2024,12/26/2024,refinance,primary,condo,MN,16440,117700,360,4.324,fixed,17.3,58.91,82900,0,retail,45-54,male,hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401030,12613,PROP202401030,1/23/2024,2/6/2024,refinance,secondary,single_family,WV,77850,177300,360,5.579,fixed,34.1,79.13,75900,0,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401031,12878,PROP202401031,2/28/2024,3/28/2024,purchase,primary,condo,RI,44719,71500,360,4.286,arm,44.2,67.04,120600,0,retail,25-34,male,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202401032,19942,PROP202401032,2/22/2024,3/12/2024,purchase,primary,single_family,VT,46623,177600,240,6.167,fixed,13.4,82.38,126000,0,broker,25-34,female,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401033,18328,PROP202401033,4/5/2024,4/25/2024,purchase,primary,condo,GA,15952,280300,240,6.392,fixed,10,91.88,150200,0,retail,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401034,13975,PROP202401034,8/5/2024,8/6/2024,refinance,primary,manufactured,WV,97575,176300,360,5.069,fixed,39.5,71.84,56800,0,retail,65-74,male,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202401035,17415,PROP202401035,11/2/2024,11/24/2024,purchase,primary,condo,NM,48878,106100,360,6.789,fixed,36.2,80.6,92900,0,retail,35-44,female,hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202401036,13520,PROP202401036,9/1/2024,9/6/2024,purchase,primary,condo,KY,51361,160000,360,5.741,fixed,36.7,86.21,172300,0,retail,65-74,male,not_provided,white,approved,1_ORIGINATED
APP202401037,10936,PROP202401037,10/1/2024,10/12/2024,cash_out,secondary,condo,ME,28713,164300,360,6.123,fixed,41.4,82.52,102100,1,retail,25-34,female,not_provided,white,approved,1_ORIGINATED
APP202401038,19594,PROP202401038,8/8/2024,8/26/2024,purchase,investment,single_family,SD,57763,279200,180,4.688,fixed,24.8,84.12,45700,0,retail,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401039,15361,PROP202401039,2/12/2024,3/6/2024,purchase,primary,single_family,MS,89305,112600,360,4,fixed,47.4,51.16,184500,0,broker,45-54,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401040,10921,PROP202401040,5/9/2024,5/29/2024,refinance,secondary,single_family,NH,94066,149800,240,5.56,fixed,36.5,85.33,88000,0,online,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401041,19063,PROP202401041,12/29/2024,1/17/2025,home_improvement,primary,single_family,KS,62745,92100,360,4.61,fixed,43.3,72.14,123700,1,retail,65-74,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401042,18555,PROP202401042,4/13/2024,5/1/2024,purchase,primary,single_family,CT,92768,173800,360,5.345,fixed,17.8,92.17,53800,1,retail,25-34,male,not_hispanic_or_latino,native_hawaiian_or_pacific_islander,approved,1_ORIGINATED
APP202401043,11835,PROP202401043,3/7/2024,4/4/2024,purchase,primary,single_family,TN,66651,109700,180,5.042,fixed,19.7,61.93,218100,1,retail,18-24,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401044,15786,PROP202401044,9/1/2024,9/19/2024,home_improvement,investment,single_family,NJ,12347,230900,360,6.579,arm,16.6,86.65,85300,0,retail,18-24,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202401045,16290,PROP202401045,6/5/2024,6/19/2024,purchase,primary,single_family,WY,24379,204700,360,6.159,fixed,37.9,79.41,74200,1,retail,35-44,male,hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202401046,14443,PROP202401046,7/23/2024,8/8/2024,purchase,primary,single_family,ND,35521,80500,360,5.91,fixed,36.4,64.43,73000,1,retail,25-34,male,not_hispanic_or_latino,asian,denied,3_DENIED
APP202401047,17888,PROP202401047,9/27/2024,10/10/2024,purchase,primary,single_family,GA,93593,176100,360,7.161,fixed,30.7,88.78,100800,0,retail,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401048,10544,PROP202401048,12/1/2024,12/24/2024,home_improvement,secondary,single_family,AZ,24151,152200,360,6.877,fixed,23.1,85.86,87700,0,retail,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401049,19464,PROP202401049,3/17/2024,4/6/2024,purchase,primary,single_family,MN,50921,146100,360,6.146,arm,16.8,92.65,61600,1,retail,55-64,female,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202401050,17783,PROP202401050,5/16/2024,5/21/2024,purchase,secondary,single_family,OR,68019,147900,360,5.09,fixed,37.3,71.76,100900,0,retail,75+,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401051,18499,PROP202401051,5/14/2024,5/26/2024,home_improvement,primary,condo,SD,95464,165000,360,5.674,fixed,28.3,84.86,102500,0,retail,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401052,17723,PROP202401052,1/1/2024,1/18/2024,refinance,primary,single_family,CA,12417,142900,360,4.334,fixed,16.5,73.72,85400,0,retail,25-34,male,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202401053,13554,PROP202401053,4/29/2024,5/16/2024,refinance,primary,condo,RI,66558,82000,180,4,fixed,27.2,64.88,130000,0,retail,65-74,female,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202401054,15248,PROP202401054,7/17/2024,7/30/2024,purchase,primary,condo,LA,12429,124500,360,6.656,fixed,33.9,71.28,125300,0,broker,45-54,female,not_hispanic_or_latino,white,withdrawn,4_WITHDRAWN
APP202401055,10382,PROP202401055,6/11/2024,7/2/2024,purchase,primary,single_family,SC,70744,278500,360,5.789,fixed,48.9,92.6,65400,1,online,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401056,16465,PROP202401056,2/10/2024,2/25/2024,purchase,secondary,single_family,MD,39126,180500,240,8.019,fixed,40.3,83.13,162300,0,broker,75+,female,not_hispanic_or_latino,white,denied,3_DENIED
APP202401057,14832,PROP202401057,1/12/2024,1/26/2024,purchase,investment,single_family,ID,73164,121800,360,5.616,fixed,11.6,71.28,104800,0,retail,35-44,male,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202401058,10690,PROP202401058,1/8/2024,1/20/2024,cash_out,primary,single_family,WY,40025,74800,360,4,fixed,41,63.17,180000,0,retail,45-54,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202401059,10709,PROP202401059,4/2/2024,5/6/2024,cash_out,primary,single_family,ME,46857,130700,360,6.443,fixed,29.7,92.42,117700,0,retail,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401060,18480,PROP202401060,9/17/2024,10/7/2024,purchase,secondary,single_family,CT,86577,77400,240,5.902,fixed,31.4,70.22,65000,0,online,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401061,17217,PROP202401061,6/7/2024,6/30/2024,purchase,primary,condo,RI,62091,122000,360,6.67,fixed,42.8,97,85200,1,retail,35-44,female,not_provided,white,denied,3_DENIED
APP202401062,10741,PROP202401062,4/7/2024,5/5/2024,refinance,primary,single_family,AL,82243,172600,240,5.264,fixed,38.2,79.77,47300,1,retail,18-24,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401063,10292,PROP202401063,10/25/2024,10/31/2024,purchase,primary,single_family,ME,21573,96800,120,4.287,fixed,38,54.96,132100,1,broker,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401064,10678,PROP202401064,1/19/2024,2/9/2024,home_improvement,primary,single_family,MN,34020,89200,360,4,fixed,39.1,47.12,56200,0,broker,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401065,19069,PROP202401065,10/28/2024,11/17/2024,purchase,primary,multi_family,SC,18431,68100,360,4,fixed,19.9,45.58,64400,0,broker,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401066,15344,PROP202401066,9/20/2024,10/6/2024,home_improvement,primary,single_family,WY,57930,127200,360,6.35,fixed,26.2,86.53,50200,0,broker,75+,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401067,10714,PROP202401067,12/29/2024,2/8/2025,cash_out,investment,condo,TN,95518,150800,240,6.241,arm,24.4,86.2,99400,0,broker,25-34,male,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202401068,13342,PROP202401068,9/29/2024,10/12/2024,purchase,primary,single_family,KY,55622,156600,360,5.483,fixed,32.1,72.23,71400,0,retail,35-44,male,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202401069,17857,PROP202401069,4/5/2024,4/30/2024,refinance,primary,single_family,SD,67956,137500,360,5.569,fixed,40.5,64.51,95600,0,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401070,10859,PROP202401070,11/11/2024,11/20/2024,cash_out,primary,condo,ME,63145,144500,360,4.813,fixed,47.4,63.62,50500,1,online,18-24,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202401071,10899,PROP202401071,3/1/2024,3/16/2024,purchase,primary,single_family,VT,13414,171500,180,6.279,fixed,17.8,84.36,63400,0,online,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401072,18807,PROP202401072,1/2/2024,1/28/2024,purchase,secondary,single_family,OH,27977,59100,180,5.325,arm,47.2,64.36,112600,0,broker,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401073,17103,PROP202401073,3/12/2024,3/22/2024,home_improvement,primary,multi_family,VA,99040,107800,360,4,fixed,38.4,44.78,70800,0,retail,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401074,17763,PROP202401074,9/11/2024,9/16/2024,purchase,primary,multi_family,PA,19507,98300,180,6.127,fixed,40.1,70.19,182800,1,online,55-64,male,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202401075,15771,PROP202401075,6/3/2024,6/24/2024,home_improvement,primary,single_family,UT,33677,53600,360,6.275,fixed,35.4,66.97,39100,0,retail,35-44,male,not_hispanic_or_latino,asian,denied,3_DENIED
APP202401076,11345,PROP202401076,7/11/2024,7/18/2024,refinance,primary,single_family,NM,48087,190100,180,5.128,fixed,11.8,73.25,69600,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401077,18558,PROP202401077,8/5/2024,8/23/2024,purchase,primary,single_family,MN,59954,63000,240,4.498,fixed,15.1,55.68,67800,0,broker,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401078,11732,PROP202401078,5/15/2024,6/13/2024,purchase,primary,condo,OH,79449,111800,180,5.88,fixed,26.5,81.33,72700,1,retail,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401079,14186,PROP202401079,11/17/2024,12/4/2024,purchase,primary,single_family,WI,28370,126100,360,6.685,arm,36.2,90.84,81800,0,retail,55-64,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401080,19706,PROP202401080,8/29/2024,9/20/2024,purchase,primary,condo,AR,19339,91500,360,5.518,fixed,37.8,67.59,113600,0,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202401081,19894,PROP202401081,6/28/2024,7/13/2024,purchase,primary,condo,ME,24140,225600,360,6.587,fixed,26.8,84.96,169800,1,broker,55-64,male,hispanic_or_latino,white,approved,1_ORIGINATED
APP202401082,17336,PROP202401082,3/31/2024,4/6/2024,purchase,primary,single_family,MI,11843,76200,360,4,fixed,29.2,54.27,83500,1,online,55-64,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
